EDA_mean,EDA_std,EDA_min,EDA_max,EDA_range,EDA_slope,EDA_skew,EDA_kurtosis,HR_mean,HR_std,HR_min,HR_max,HR_range,HR_slope,HR_skew,HR_kurtosis,Temp_mean,Temp_std,Temp_min,Temp_max,Temp_range,Temp_slope,Temp_skew,Temp_kurtosis,SpO2_mean,SpO2_std,SpO2_min,SpO2_max,SpO2_range,SpO2_slope,SpO2_skew,SpO2_kurtosis,AccX_mean,AccX_std,AccX_min,AccX_max,AccX_range,AccX_slope,AccX_skew,AccX_kurtosis,AccY_mean,AccY_std,AccY_min,AccY_max,AccY_range,AccY_slope,AccY_skew,AccY_kurtosis,AccZ_mean,AccZ_std,AccZ_min,AccZ_max,AccZ_range,AccZ_slope,AccZ_skew,AccZ_kurtosis,window_id
-0.7827140702971351,0.00035268424014198033,-0.7835026962326858,-0.7825563451100254,0.0009463511226603938,1.4526858167670595e-05,-1.7888543820023504,1.2000000000060087,0.3952623054733505,0.15784707462069544,0.24058066645265994,0.7634798827393696,0.5228992162867097,-0.014846108074025064,0.9018199731754928,-0.5711955853899138,-1.0458360200597947,0.09374183454818694,-1.1335234769815354,-0.9456217835778046,0.18790169340373086,0.008862104338507471,0.13363062095622272,-1.9821428571428557,0.3700698895443182,0.2892102922235028,0.03934526749611314,0.622976953463534,0.5836316859674209,0.005583128475327932,-0.2690691175985239,-1.9276018099547518,0.37198381160720023,0.04646796489449926,0.22801876124856754,0.43764454301229055,0.209625781763723,-0.002768853883513562,-1.1724990876989816,1.6217157767981352,-0.7060481079813565,0.046886676685621693,-0.8254830185205706,-0.6082329609561649,0.21725005756440574,-0.0031680038877907736,-0.2903756945301404,0.275495336265033,0.17967658838323222,0.032181271410070565,0.13461642698925147,0.29359195846270414,0.15897553147345267,0.001654424036557004,1.8149249519528468,4.466583154154625,0
-0.7824010940434973,0.0004231528328646865,-0.7825563451100254,-0.7806821987690706,0.0018741463409547299,2.38564118644135e-05,2.799990507100883,7.202530524086429,-0.07314872371850782,0.3472457321421512,-0.47839815124092283,0.5019998557934385,0.9803980070343614,-0.03856120208078436,0.44577958834794734,-1.272987987740194,-0.7827893864548171,0.08647784436593763,-0.9456217835778046,-0.695110403388595,0.2505113801892096,0.008443264538078978,-0.474026285047397,-0.8506039415129658,0.2922523314153277,0.35924836224636514,-0.5442864184713242,0.622976953463534,1.1672633719348582,-0.0019476029565097086,-0.6028296922687831,-0.5743500657888294,0.3510176828586434,0.010468599416972604,0.33283165213042903,0.3747994153493858,0.04196776321895679,-0.00024275013207851514,-0.25294367538132856,0.6007653061224518,-0.7302187429901946,0.01746067320015963,-0.7531665633728344,-0.7169331627686669,0.036233400604167465,-8.060823271217526e-06,-0.5533715710929223,-1.6937799043061743,0.18584567471806823,0.009491870463580944,0.1611693293787241,0.2140472122487471,0.052877882870022985,-0.0001294008257108487,-0.8772503906985052,4.166468489893002,1
-0.7813112439270744,0.0006111318859502664,-0.7825563451100254,-0.7806821987690706,0.0018741463409547299,3.354098397617814e-05,-0.43843821098413194,-0.7566936156447674,-0.49798177633954893,0.1575485955793181,-0.7398173405817015,-0.21691812429499172,0.5228992162867098,-0.011996512545293858,0.3538127898399145,-1.1306288695490503,-0.5949058513129111,0.05963363640522402,-0.695110403388595,-0.44459902319938766,0.2505113801892073,0.005127262953816956,-0.5189273252574731,0.22837370242211597,0.38952427907656645,0.38713746362329493,0.03934526749611314,1.206608639430963,1.1672633719348497,-0.03427781203457164,0.6578429336242241,-0.6280991735536903,-0.6537729418778581,0.4899385910057384,-0.9667842845053364,0.3747994153493858,1.3415836998547221,-0.03743712252661459,1.5021119125162787,0.2992051638322186,-1.1878370707036574,0.211006039692094,-1.5500006845433199,-0.7169331627686669,0.8330675217746529,-0.014876667439543552,1.3892886830493067,0.7751635574337032,0.19115625519596277,0.05240161073632317,0.13461642698925147,0.4260145875466839,0.29139816055743245,-0.002802856364740772,3.043369814050515,10.744772301391999,2
-0.7809964120829999,0.0005608455372406385,-0.7825563451100254,-0.7806821987690706,0.0018741463409547299,3.7978714164742026e-07,-1.5919057106130188,1.3849029313853505,-0.38687405804933167,0.2125276425523723,-0.6090773271087359,-0.020838522888119625,0.5882388042206163,0.021810342352489506,0.7170101604259537,-1.097121218652909,-0.43207345418992726,0.05919352975261296,-0.5698547132939903,-0.19408764301018255,0.37576707028380774,0.0036503882986414138,2.1981517103175294,7.566495878814727,-0.21356179642310968,0.289210292223511,-0.5442864184713242,0.03934526749611314,0.5836316859674373,0.028694683559244434,-0.2690691175985251,-1.927601809954752,-0.8375825132892095,0.013337221919211249,-0.8619713936234747,-0.8201101475700483,0.04186124605342645,0.0007869473971295814,-0.15114630449099642,-0.6227680468733614,-1.2844394261733572,0.017080588848436884,-1.2965172263747462,-1.260283825770579,0.03623340060416713,-0.0005481359824434236,0.7071067811865477,-1.4999999999999991,0.1408197016104258,0.014820173633014019,0.10817748555423995,0.1611693293787241,0.05299184382448416,-0.0009737260017783041,0.01787438303877791,-0.34515763134931854,3
-0.7807137438064927,0.00016987522536474612,-0.7816285498917309,-0.7806821987690706,0.0009463511226602828,-6.316025290114543e-07,-5.199469468956077,25.034482758611166,-0.40430605984572704,0.17021046747510563,-0.5437377391748294,-0.08623894842717864,0.45749879074765076,-0.012969711210143398,1.008713497540857,-0.5702514507626777,-0.319343333104783,0.03234088011694086,-0.44459902319938766,-0.19408764301018255,0.2505113801892051,0.0014490090956439103,-1.9273919825739802e-13,12.000000000000004,-0.019017901100630594,0.1750895057902312,-0.5442864184713242,0.03934526749611314,0.5836316859674373,-0.010517055965152934,-2.6666666666666665,5.111111111111111,-0.8292031629341555,0.011725131781281229,-0.8410940291795267,-0.79912626596057,0.04196776321895668,0.0003314472957225914,0.30910205694370296,-0.8822836590215668,-1.2820238661330794,0.017750668625212244,-1.2965172263747462,-1.260283825770579,0.03623340060416713,-0.0004675277497311745,0.40824829046387034,-1.8333333333333306,0.13197633154423233,0.010475406123163623,0.10817748555423995,0.1611693293787241,0.05299184382448416,5.326628816976472e-05,-0.8287017672410351,2.5659379969552303,4
-0.7806821987690707,1.1102230246251565e-16,-0.7806821987690706,-0.7806821987690706,0.0,2.600759706290655e-17,,,-0.500163818444356,0.07609353165184454,-0.6090773271087359,-0.34765813776795723,0.2614191893407786,-0.0040139420239634314,0.16474904995792122,-0.7706796860368992,-0.20661321201964258,0.037576707028380105,-0.3193433331047829,-0.19408764301018255,0.12525569009460036,0.0018112613695548485,-2.6666666666666656,5.1111111111111125,-0.17465301735861385,0.28124884686543933,-0.5442864184713242,0.03934526749611314,0.5836316859674373,-0.012334818724562076,-0.5533715710928602,-1.6937799043062194,-0.8313015510951035,0.010468599416972629,-0.8410940291795267,-0.8201101475700483,0.020983881609478394,-0.000522846438322922,0.1336306209562312,-1.9821428571428543,-1.288062766233774,0.015325010437338173,-1.2965172263747462,-1.260283825770579,0.03623340060416713,0.00013703399561090373,1.2609766499825914,-0.40993788819870636,0.13020993675008288,0.009853211716970267,0.10817748555423995,0.13461642698925147,0.02643894143501152,1.7645567142384282e-05,-1.7888543819998306,1.1999999999999957,5
-0.7806821987690707,1.1102230246251565e-16,-0.7806821987690706,-0.7806821987690706,0.0,2.600759706290655e-17,,,-0.22565643231507862,0.16938401502215206,-0.47839815124092283,0.044501065045786915,0.5228992162867098,0.01209840030760508,0.0433793460648165,-1.1281204134506406,-0.11473845992019185,0.06849200526927005,-0.19408764301018255,0.056423737179026996,0.25051138018920954,0.004710790392861571,0.06927277493070864,-0.8646980271061495,-0.21356179642310968,0.289210292223511,-0.5442864184713242,0.03934526749611314,0.5836316859674373,0.028694683559244434,-0.2690691175985251,-1.927601809954752,-0.833396388683867,0.011463178324414895,-0.8619713936234747,-0.8201101475700483,0.04186124605342645,0.00027545173128471796,-0.0651079006029701,-0.8758502069052061,-1.288062766233774,0.015325010437338173,-1.2965172263747462,-1.260283825770579,0.03623340060416713,-5.642576289855881e-05,1.2609766499825914,-0.4099378881987059,0.12404085041524684,0.012952383171021174,0.10817748555423995,0.13461642698925147,0.02643894143501152,-1.1763711428261077e-05,-0.4082482904638592,-1.8333333333333346,6
-0.78054117389589,0.00042307461954225193,-0.7806821987690706,-0.7792719500372631,0.0014102487318075063,2.1020392665447868e-05,2.666666666667139,5.111111111112789,-0.341120123134223,0.06164941374724663,-0.41299772570186377,-0.21691812429499172,0.19607960140687206,0.005015698496793394,0.27680758457475624,-1.0374671758442349,-0.06044767815385422,0.031235199605928594,-0.06879563639191717,0.056423737179026996,0.12521937357094418,0.001560018892096303,3.4743961448615166,10.07142857142857,0.03934526749611315,6.938893903907228e-18,0.03934526749611314,0.03934526749611314,0.0,-7.510329274605159e-19,,,-0.764202837955353,0.08251394118556403,-0.8410940291795267,-0.44271983009602855,0.39837419908349814,0.006175483738792148,1.9586913481094896,5.030502849999905,-1.2783955145373094,0.024294910313659233,-1.3326002809183148,-1.224050425166412,0.1085498557519029,0.00021787636011943526,0.3341970751874407,-0.2265748988275864,0.13816821006996055,0.027982571616086888,0.08162458316476706,0.24060011463821973,0.15897553147345267,0.0011322825777962517,1.4300560209864246,4.161761768837694,7
-0.78054117389589,0.000423074619542252,-0.7806821987690706,-0.7792719500372631,0.0014102487318075063,1.5686860198314322e-06,2.666666666667138,5.111111111112786,-0.10582257352580483,0.10146135958285778,-0.21691812429499172,0.1752410785187534,0.3921592028137451,-0.006673526620828639,0.827845674046332,0.32444873385505213,0.03972903125368973,0.05345622798470063,-0.06879563639191717,0.18167942727362954,0.2504750636655467,0.0039001845786060915,-0.7460410976361822,1.4962203222942234,0.03934526749611315,6.938893903907228e-18,0.03934526749611314,0.03934526749611314,0.0,-7.510329274605159e-19,,,-0.6628446538088594,0.01601277390813443,-0.7152972566881867,-0.6314682474158035,0.08382900927238313,0.00024651792503053543,-0.6789096708867244,1.9864285077876858,-1.273569405992107,0.01746067320015947,-1.2965172263747462,-1.260283825770579,0.03623340060416713,0.0001047907025260003,-0.5533715710928635,-1.6937799043062174,0.1416972009597775,0.015207924154429215,0.10817748555423995,0.18760827081373563,0.07943078525949568,-5.932561366837478e-05,0.9793242869159803,1.2153536676370011,8
-0.7803061324405888,0.0006236354539306719,-0.7806821987690706,-0.7792719500372631,0.0014102487318075063,4.392320855485204e-06,1.055289706022849,-0.886363636362685,-0.3106283154317334,0.057671834189250135,-0.41299772570186377,-0.21691812429499172,0.19607960140687206,-0.0008293133299490931,-0.7840853265415848,-0.4960657593267328,0.07312449585830734,0.042578747198727264,0.056423737179026996,0.18167942727362954,0.12525569009460255,0.0018391269290864885,2.1572774865200235,2.6538461538461515,0.03934526749611315,6.938893903907228e-18,0.03934526749611314,0.03934526749611314,0.0,-7.510329274605159e-19,,,-0.7194940330100825,0.018293323875787592,-0.7362811382976652,-0.6523456118597517,0.08393552643791347,-0.0010923755943532604,1.9077729448183576,4.664819944598323,-1.2832316461532183,0.01746067320015947,-1.2965172263747462,-1.260283825770579,0.03623340060416713,-0.00016927728869576758,0.5533715710928635,-1.6937799043062174,0.16027663523544433,0.012763663642971103,0.13461642698925147,0.2140472122487471,0.07943078525949562,-4.008281846568769e-05,1.6799606402421743,9.132794670717116,9
