EDA_mean,HR_mean,Temp_mean,SpO2_mean,Acc_magnitude_mean
-0.7827140702971351,0.3952623054733505,-1.0458360200597947,0.3700698895443182,0.3659920837470911
-0.7824010940434973,-0.07314872371850782,-0.7827893864548171,0.2922523314153277,0.34951560365761936
-0.7813112439270744,-0.49798177633954893,-0.5949058513129111,0.38952427907656645,-0.38460321560794036
-0.7809964120829999,-0.38687405804933167,-0.43207345418992726,-0.21356179642310968,-0.5364133397194919
-0.7807137438064927,-0.40430605984572704,-0.319343333104783,-0.019017901100630594,-0.5338214062363889
-0.7806821987690707,-0.500163818444356,-0.20661321201964258,-0.17465301735861385,-0.5179839686560638
-0.7806821987690707,-0.22565643231507862,-0.11473845992019185,-0.21356179642310968,-0.5168754837959091
-0.78054117389589,-0.341120123134223,-0.06044767815385422,0.03934526749611315,-0.4881371029804355
-0.78054117389589,-0.10582257352580483,0.03972903125368973,0.03934526749611315,-0.4134449116323422
-0.7803061324405888,-0.3106283154317334,0.07312449585830734,0.03934526749611315,-0.4504900769149152
-0.7782643644301952,-0.05571672192211252,0.1900298066132697,-0.09683545922962224,0.19841620593844958
-0.7768906089769743,0.31246840862115904,0.2860591690191316,-0.05792668016512641,0.24465470075968263
-0.7763568174613823,0.8680211955134489,0.3194606863776928,0.817520848786011,0.2654360498577544
-0.7755842733096159,0.689387791344174,0.4071396694439175,0.19498038375409205,0.25990024763336433
-0.7742828858834212,0.8571332921113026,0.43219080746283894,0.46734183720555506,0.26917768173413414
-0.7694830919541115,1.192626321565732,0.4384541972429633,-0.019017901100636093,0.4073186299008416
-0.7678470797191858,1.9289823872110725,0.43219080746283894,0.21443477328633964,0.27758601116429277
-0.7660768464426797,1.6435810139191338,0.4384541972429633,0.7007945115925248,0.44803624943282283
-0.763067697284678,1.4562316088516618,0.43219080746283894,0.05879965702836052,0.9641652388427091
-0.7517584921038145,2.1098059451658413,0.4071396694439177,0.6618857325280305,1.148138876150117
-0.6140266734178624,2.3777895121025865,0.38000154186548024,0.15607160468959244,0.9093272050742779
-0.011765107775968123,1.8636407713569945,0.30693511736823204,-0.5053776394068284,-0.4160726068710927
0.1469051933964528,2.2623258212834423,0.30693511736823204,0.37006988954431713,-0.42199655466160696
0.11641413134242495,0.6044219919880345,0.3194606863776927,0.15607160468959733,-0.5300500073401834
-0.12967550941827852,0.02489918866561508,0.31946068637769276,0.23388916281858677,-0.4857172901598139
-0.3208396732559521,0.0074671868692196865,0.3862637210948164,0.03934526749611315,0.13277418558763704
-0.3119600544867289,-0.11018260189507527,0.43219080746283894,0.03934526749611315,-0.4984592602274521
-0.3244920937653045,0.046670939629563715,0.4280156177930188,0.07825404656060787,-0.45583425612672185
-0.42722685828704576,0.09243095830518752,0.43427900757314314,0.05879965702836052,-0.4371902363917725
-0.5070271435426945,0.011823159398146928,0.43219080746283894,0.03934526749611315,-0.1910094131781755
-0.5730218359501222,-0.09710860054777891,0.4384541972429633,0.03934526749611315,-0.25248689888848397
-0.2583328723391659,-0.014320787456102808,0.43219080746283894,-0.07738106969737599,0.49074983276283946
-0.01494930096515457,0.27762468423008574,0.43219080746283894,0.3895242790765657,-0.4795209348402724
-0.14967630020412406,1.1359925949291645,0.43219080746283894,0.7980664592537633,-0.8329324484667263
-0.2045405426427464,0.5630118620808225,0.44471758702308767,-0.3497425231488452,-0.9161020653169357
-0.22468112124148165,0.07064298397986496,0.43219080746283894,-0.33028813361659715,-0.9513290031186615
-0.26731764123312907,0.2079088445655347,0.41549004878355816,0.35061550001207087,-0.9516853179844851
-0.251285958391147,0.29722250476991446,0.3486870140664344,0.31170672094757623,-0.9380219967860345
-0.25329556283397264,0.27761860046957054,0.3152854967078725,0.2727979418830815,-1.0510465292095836
-0.14365181658666562,0.30159064481987213,0.30693511736823204,0.09770843609285525,-0.8812824634835634
-0.21605386277163463,0.3996162500821058,0.30693511736823204,0.467341837205555,-0.32878731327330596
-0.3122272595095978,0.24275054103643628,0.302759927698412,0.3311611104798235,0.07472750692416329
-0.38833863097730786,0.48459218903910395,0.37165116252583963,-0.21356179642311077,-0.16046955679134178
-0.4548652593098911,0.5608460433373895,0.43219080746283894,-0.0190179011006306,-0.21745680665986247
-0.2571923027508093,0.4126983631100894,0.5010880950442069,0.03934526749611315,-0.016449872699871283
-0.27936289728717273,0.8353554573868389,0.6200925008665698,0.5646137848667919,0.23094799012505612
-0.40787057591284204,0.8745673218278696,0.6200925008665698,0.21443477328633742,0.1629934414028686
-0.49022662772981906,0.35387651060819925,0.6200925008665698,-0.8750199465758973,0.2653238101802987
-0.5397504808919388,0.005281088924069364,0.6451436388854913,-0.13574423829411858,-0.15002785419640174
-0.5827451298378479,-0.09057666967456003,0.7035962942629747,-0.38865130221334104,0.13851448545528106
-0.6150472481579865,0.09460488872930774,0.7411730012913568,-0.5053776394068284,0.1295075672449993
-0.6372728918773021,-0.09711265638812237,0.7536985703008171,-0.6221039766003124,0.2171226705961354
-0.6542014434303017,-0.07533279374348692,0.7745745186499174,0.09770843609285525,0.23594194438561183
-0.666494730072703,0.035778980387073965,0.8622535017161391,-0.48592324987458,0.23245063073555638
-0.6753415667442132,0.018359146111709204,0.8706038810557792,-0.7582847033260427,0.4329000437699769
-0.6302921606548547,0.057566954712396624,0.8747790707255995,-0.5248320289390763,1.3043244486826282
-0.6024180996465628,1.0118169590521646,0.8706038810557792,0.37006988954431824,0.7226961018019372
-0.6231091700748195,1.1555823037883053,0.849727932706679,-0.038468728210336735,0.7316667846238549
-0.6459941669292693,0.0641110531066462,0.8330271740273986,0.09770843609285135,0.7064828217789029
-0.6631243593097124,-0.1799045253201418,0.8664286913859591,-0.21356179642310968,0.6968246672088289
-0.6760163831329858,-0.1777184273749913,0.8664286913859591,-0.4859232498745805,0.686992623828763
-0.6848193041641634,-0.1907964845626313,0.8706038810557792,-0.4664688603423298,0.7078817004997108
-0.6892789065134318,-0.11672061652880963,0.8706038810557792,-0.21356179642310966,0.6928715646800039
-0.6961483023096838,-0.08185864085619053,0.8873046397350598,-0.3108337440843492,0.6945624990577645
-0.7027504930830669,-0.09493669804383062,0.9499324847823611,-0.03847229063287849,0.6995111668702272
-0.7078966638938732,-0.14286659130323098,0.9916843814805621,-0.2524705754876055,0.677846470241025
-0.7083692209250579,-0.03174873341215475,1.0292707729152517,-0.6221039766003135,0.27496733508153465
-0.7097936958502125,0.14689886619832204,1.0250931621438546,-0.27192496501985514,-0.5892044369915467
-0.7137906376506248,0.6588777323601384,0.9958595711503823,-0.369196912681093,-0.5185006293015153
-0.7176075871786883,0.16214274212939533,1.000035971370991,-0.09683545922962279,-0.437634643113612
-0.7205122047420957,0.09025297204072409,0.949932484782361,-0.6610127556648033,-0.44553093740702526
-0.7233611545924048,-0.16029048141893926,0.8998302087445199,-0.6804671451970508,-0.44225568519562547
-0.7256354899375173,-0.28664613148057333,0.8789542603954196,-0.7193759242615482,-0.37157362808439603
-0.7264525682597618,-0.28447625689679684,0.8706038810557792,-0.11628984876187234,-0.33193418895713706
-0.7272393386048754,-0.02739681672357118,0.8706038810557792,-0.7582900469598629,-0.30794938758040385
-0.7283885676152692,-0.13633060458966859,0.8706038810557792,-0.7193759242615504,-0.3026277850435352
-0.5717988570341109,0.6218455829018708,-0.6825879563165069,0.2922576749302308,0.24257809492330548
-0.46945462727594767,1.4736893087174334,-1.6929920116951511,0.91478893694775,0.6752700034780744
-0.5105498548816312,0.5760924791012625,-1.5009244944617344,1.2066086392214859,0.6510076449029073
-0.5494880335273568,0.09243471494340876,-1.3380846428942674,1.050959273273885,0.6576783150855812
-0.5850978909277418,0.2950383017657468,-1.2044724569927598,0.9342222488131847,0.661328399309433
-0.616454220403577,0.5477694821555782,-1.0771233423053845,0.7007481998917835,0.6719193609826895
-0.6416498242257873,0.6414542079340833,-0.9330727043803205,0.9925907610435349,0.6526402216742163
-0.6612222611032423,0.8854624725503784,-0.8370389457636117,1.0509592732738853,0.6333305438363726
-0.6778093543341153,0.4976544550442313,-0.7451805679563263,0.7396605413786836,0.6357693983326957
-0.6902663310059957,0.4431932293142939,-0.6950759982432616,0.6229235169179833,0.6358347313237155
-0.6982297711466894,0.47369201838130465,-0.6407960477207743,0.6229235169179833,0.3019177603161422
-0.7029663447842801,0.4388344642395571,-0.5698145739605979,0.6812920291483336,-0.18693276022941963
-0.6584330128166562,1.5651910615425275,-0.5614638123417534,1.2066086392214859,-0.2118671131861289
-0.568909045416398,1.7198625942069294,-0.5447622891040642,0.9342287799211889,0.27157899789052525
-0.3963239291213925,2.1947812857190585,-0.5447622891040642,0.525662256524743,-0.09788775637187859
-0.28108875581337417,2.0488147167479847,-0.5698145739605979,1.3428018344256363,0.21369160724298764
-0.23979743284769467,1.508530705986992,-0.5698145739605979,0.8563975658393841,0.23053159697205394
-0.13855998546866924,1.1991876406581885,-0.5656391931511756,0.6229235169179833,0.5449600428657079
0.16957320920515453,1.1294671467506316,-0.5865160971982863,0.33113973573827166,0.6260615912739972
0.2355536194067994,1.0880660593727152,-0.6115683820548192,0.545111896160192,-2.4433655825756806
0.26203255000581854,1.6719197688008671,-0.6783744750055731,0.2922241286973693,0.5310313167943471
0.4515606082544699,2.7111208118973336,-0.6950759982432616,0.38948865464460886,0.5192141244620961
0.6016364000217302,2.979096898800618,-0.6950759982432616,0.37003574945516093,0.6948983040402495
0.47395712116584693,2.316801574899395,-0.6783744750055731,0.8369511917579409,0.6583791880481589
0.33660481405007553,0.4017975275604414,-0.5823407163888642,0.9536784195566346,0.6380783538297158
0.1955668227163068,0.28632256682429447,-0.46960543453446335,0.6229235169179833,0.6329894233201397
0.07297769484596119,0.469333253306568,-0.37357167591775353,0.9925907610435349,0.6366712316363876
-0.04735292932218914,0.40833208475650457,-0.2691871556822004,0.545111896160192,0.6145999324871606
-0.09116623546990436,0.5542986537275787,-0.1940303011126022,0.6229235169179833,0.6266894796409254
-0.124719741527627,0.4671538707691995,-0.08969515860658268,0.2922241286973693,0.6168387343329018
-0.19341293039670923,0.48023016599340984,0.010504105273641661,0.5645648013496397,0.6168660870623858
-0.18983627217036994,0.4606175183651154,0.13576552955630675,0.17550669756068196,0.11039320764715818
-0.1680159313399083,0.5172581266324211,0.19004548007879507,0.1366008871817862,0.5980049077597687
0.010522458374594843,1.4039490675216453,0.2860792386955021,0.6229692346740142,0.7345987824065789
